上架日期,申請人數,公司名稱,description,縣市,職稱,工作編號,經度,緯度,major,學歷要求,是否遠距,薪資下限,是否積極徵才,員工人數,搜尋關鍵字,薪資是否為面議,是否要求特定major,八大產業,公司規模,工作經驗,專長工具
20250716,3,現觀科技股份有限公司,"Dashboard Visualization，並與產品開發團隊進行資料探勘及研究。

[工作內容]
1.開發大數據系統資料處理平台
2.串流資料平行處理程序開發,熟悉分散式運算,平行運算
3.解決大量資料處理時所衍生的效能,擴充與維護維運資料庫",台北市,【研究發展處】Big Data Engineer 資料工程師 / Senior Big Data Engineer 資深資料工程師,12288339,25.054823,121.522377,[],大學,無遠距,40000,0,145,數據工程,1,0,資訊科技業,中型,不拘,"Shell, Java, Python, Database Administrator, Database Management, ETL, MySQL, OLAP, RDBMS, Data Architect"
20250506,1,合作金庫人壽保險股份有限公司(總公司),"1. 維護IFRS17資料市集、ETL、資料架構及資料品質
   1.1 參與IFRS17專案
   1.2 維護IFRS17 資料市集、ETL、資料架構及資料品質
   1.3 管理開發廠商
2. 規劃資料倉儲資料架構暨協助廠商及使用者溝通
   2.1 參與資料平台專案
   2.2 維護資料平台ETL、資料架構及資料品質
   2.3 管理開發廠商
3. 主管交辦事項",台北市,資料工程師,14492671,25.052285,121.5319124,"['銀行保險相關', '資訊管理相關', '資訊工程相關']",專科,無遠距,40000,0,250,數據工程,1,1,金融與保險業,大型,5年以上,"Python, ETL"
20250716,5,國家住宅及都市更新中心,".優化後端資料流程效能，提升系統穩定性與執行效率。
5.與數據分析師、後端工程師與商業團隊合作，提供資料支援與 API 服務。
6.整合多來源資料（如 API、Database、File），並設計資料儲存模型。
7.建立資料監控、錯誤回報與自動化通",台北市,114年-後端資料工程師(Backend Data Engineer)(資深規劃師) - 資產管理部／租賃組,14630509,25.0585297,121.5242242,[],大學,無遠距,40000,0,310,數據工程,1,0,服務與專業顧問業,大型,3年以上,"Linux, Git, Java, Python, MySQL, Excel, Outlook, PowerPoint, Word, Power BI​"
20250712,7,創控科技股份有限公司,"【職務目標｜Job Objective】
負責多源資料整合與轉換處理，建立穩定、可擴展之資料流架構，支援企業智慧分析與跨部門 AI 應用之資料需求。
Responsible for integrating and transforming multi-source industrial data to build stable and scalable data pipelines that support enterprise-wide analytics and cross-functional AI initiatives.


【工作內容｜Responsibilities】
1.整合感測資料（如設備、環境與營運參數），設計結構化資料流與清洗機制。
Integrate sensor data (e.g., equipment, environmental, and operational parameters) and design structured data pipelines with cleaning mechanisms.

2.建立資料品質檢查、缺值補全與異常篩選邏輯，提升資料可用性與穩定性。
Develop logic for data quality validation, missing value imputation, and anomaly filtering to ensure reliable and consistent datasets.

3.撰寫與維運資料前處理流程、API、資料庫表結構與查詢接口。
Develop and maintain data preprocessing workflows, APIs, database schemas, and query interfaces.

4.協助資料可視化平台建置與維運，支援現場操作或決策單位即時監控與檢視。
Assist in the development and maintenance of data visualization platforms to support real-time monitoring and insights.

5.與 AI 團隊協作，提供模型所需之特徵資料與時間對齊資料流。
Collaborate with AI teams to provide model-ready features and time-aligned data streams.

【基本條件｜Requirements】
1.熟悉 Python / SQL，具備資料處理、清洗、格式轉換等實作經驗。
Proficient in Python and SQL, with hands-on experience in data transformation and cleaning.

2.熟悉時間序列資料與串流資料處理（如 Kafka、InfluxDB、TimeScaleDB）。
Familiar with time-series and streaming data processing (e.g., Kafka, InfluxDB, TimeScaleDB).

3.具備資料庫設計與 REST API 實作經驗。
Experienced in database schema design and REST API development.

4.了解製造業 OT / IoT 系統資料結構與傳輸機制者優先。
Knowledge of OT/IoT system data structures and communication protocols in manufacturing environments is preferred.",新北市,製造資料工程師（Manufacturing Data Engineer）,14649830,25.0058733,121.4845082,[],大學,無遠距,40000,0,120,數據工程,1,0,製造業,中型,5年以上,"Python, IoT, MES, Git, EDA, Github, MySQL, AWS, TCP/IP, Power BI​"
20250715,3,緯創軟體股份有限公司,"斷（設計圖已由他方提供）
2. 工程規劃與系統邏輯設計

【我們希望你具備】
1. 具基本儀控流程理解或工業圖資經驗尤佳
2. 熟悉基本繪圖工具或具製圖邏輯能力
3. 細心負責，能遵照格式進行資料整理與輸入
4. 可配合團隊審查進行修改調整					",台北市,A－繪圖資料工程師（內湖）,14707842,25.0689422,121.5909027,"['資訊工程相關', '工程學科類']",專科,無遠距,40000,1,13000,數據工程,1,1,資訊科技業,大型,2年以上,
20250716,12,典通股份有限公司,"歡迎有熱情者加入我們的團隊！
我們是一家專注於大數據的創新公司，正在尋找一位同時具備資料工程與後端開發能力的人才，負責設計並管理高效能的數據基礎設施和後端系統，確保資料服務穩定可靠，並為內部分析師及其他業務單位提供良好的數據支持。

主要職責：",台北市,資料工程師/後端工程師 (Data Engineer / Backend Engineer),14364158,25.0373206,121.5077808,[],不拘,無遠距,40000,1,,數據工程,1,0,服務與專業顧問業,未知,1年以上,"Java, MySQL, PL/SQL, PostgreSQL, AWS, Node.js, JIRA"
20250716,0,艾捷科技有限公司,Data 團隊是公司數據戰略的核心引擎，肩負著建構企業級數據基礎設施的重要使命。我們打造的數據中台每日處理數億筆交易數據，連接數百個業務數據源，構建高效能的資料管道。通過嚴謹的數據治理，我們不僅確保數據的品質與一致性，更將複雜的數據轉化為強大的決,台中市,資深資料工程師,14412375,24.148053,120.6456065,[],大學,無遠距,40000,0,,數據工程,1,0,資訊科技業,未知,3年以上,"Linux, Git, Java, Python, MS SQL, MySQL, Oracle, PostgreSQL"
20250712,5,緯德科技股份有限公司 (TechLink Corporation),"- 熟悉資料庫之SQL語法執行ETL資料轉換作業(ETL Job Developing、IBM DataStage、Informatica PowerCenter、Microsoft SSIS、Trinity)實務經驗1年以上。
- 熟悉資料庫安裝、設定及操作實務經驗1年以上。(Oracle、MS SQL Server、MySQL至少一種)
- 具備Stored Procedure實務經驗1年以上尤佳。
- 可獨立或與團隊合作，工作態度積極、負責，能配合公司規定。
- 依不同經驗及能力來負責系統之分析(SA)、設計(SD)以及程式撰寫(PG)。
- 配合公司專案需求至客戶端駐點服務。",台北市,ETL資料工程師,9063450,25.0580023,121.5496155,[],專科,無遠距,40000,0,220,數據工程,1,0,資訊科技業,大型,1年以上,"DataStage, ETL, Informatica, MS SQL, MySQL, Oracle, PL/SQL"
20250701,3,精藤股份有限公司,"護），更有完善的公司治理與開發標準，可做為所有資訊人員執行專案時的後盾。

除此之外，精藤近年來亦不斷追求更多新領域的發展，例如：雲端科技應用、大數據資料分析以及行動裝置管理技術等等，誠摯的歡迎所有對於零售流通有興趣的伙伴一同加入精藤的大家庭。",台北市,資料工程師(雲端工程師)-AI系統整合team【全家便利商店關係企業】,14614674,25.0561635,121.5229953,"['資訊管理相關', '數理統計相關', '資訊工程相關']",專科,無遠距,40000,0,170,數據工程,1,1,資訊科技業,中型,2年以上,"ETL, AWS, Microsoft Azure"
20250714,1,國泰證券投資信託股份有限公司,"定 ETL 資料處理流程（資料存取、蒐集、處理和儲存）的開發標準與最佳實踐，確保系統的高效、穩定與可擴展性。
4. 負責數據架構的效能優化，指導並帶領團隊解決技術難題。

【必要條件】
1. 5 年以上資料工程經驗，具備分散式系統與容器化經驗。
2",台北市,【國泰投信】資深資料工程師 Senior Data Engineer_I00022193,14665089,25.0315376,121.5493011,[],大學,無遠距,40000,1,390,數據工程,1,0,金融與保險業,大型,5年以上,"Python, Linux, ETL, hadoop"
20250710,7,童綜合醫療社團法人童綜合醫院,"加入童綜合醫院資訊部 Data Team，一起把醫療數據「煉成金」！

【關於童綜合醫院】
童綜合醫院是臺中市海線大型區域教學綜合醫院，連續5次獲得 JCI 國際醫療認證。
我們積極導入 AI 與數據科技，致力於打造「以病人為中心」的智慧醫療體系",台中市,資訊部資料工程師 (Data Engineer),14683591,24.2471994,120.5425843,[],大學,無遠距,35000,1,3000,數據工程,0,0,醫療與健康照護,大型,1年以上,Python
20250716,14,雄獅資訊科技股份有限公司,"我們正在尋找對科技趨勢敏銳、樂於實驗的技術創新人才。你將成為旅遊科技部的技術推進引擎，結合 AI、前沿工具與跨領域思維，探索下一個改變旅遊產業的數位可能。

1. 介接並整合內外部資料來源，確保資料的高可用性與一致性
2. 設計、開發、測試與維護資料處理流程與管道（如 EDI、ETL）
3. 優化資料存儲架構與查詢效能，提升系統整體效能
4. 管理與優化資料管道排程，確保資料流穩定與準時更新
5. 執行資料治理機制，落實資料品質管理與監控
6. 與資料分析師與資料科學家協作，提供穩定且高品質的資料支持
7. 撰寫並維護相關技術文件，確保知識傳承與系統可維護性
8. 其他主管交辦事項

職務需求：
1. 關聯式資料庫: SQL Server
2. 非關聯式資料庫:  MongoDB
3. 程式語言: C#、T-SQL
4. 工具: SSMS、SSIS、Power BI 
",台北市,D02-資料工程師(DE)_旅遊科技部_數據營運組,14636228,25.0640808,121.5891299,[],大學,無遠距,40000,0,206,數據工程,1,0,資訊科技業,大型,1年以上,"C#, Power BI​, MS SQL"
20250718,2,聯合通商電子商務股份有限公司,"(本職務主要為技術工作而非單純的數據分析)
1.  商業智慧(BI)專案需求訪談、系統分析並製作系統需求規格書文件
2.  撰寫整合測試計畫書、測試案例、準備測試資料及測試
3.  Metadata 中介層設計、Dashboard、Report設",台北市,資料工程師 (BI),5403543,25.0522712,121.5305436,[],專科,無遠距,40000,0,50,數據工程,1,0,資訊科技業,中型,2年以上,"Linux, Windows 2003, Cognos, ETL, Informatica, MS SQL, Oracle, Excel, Outlook, PowerPoint, Word, Tableau, Power BI​, SAP"
20250714,12,ViewSonic Corporation_優派國際股份有限公司,"Role Description:

We are seeking a motivated and detail-oriented Data Engineer to join our growing data team. In this role, you will be instrumental in building and maintaining our data infrastructure, ensuring the efficient and reliable data flow for analysis and reporting. You will collaborate closely with data scientists, analysts, and other engineers to develop and implement data pipelines, optimize data storage, and contribute to the overall data strategy.

This is an excellent opportunity for an early-career to mid-level professional to gain hands-on experience in a dynamic and data-driven environment.

Responsibilities:

-Data Pipeline Development and Maintenance:
-Design, develop, and maintain robust and scalable data pipelines using Python and Airflow.
-Extract, transform, and load (ETL/ELT) data from various sources into our data warehouse.
-Monitor and troubleshoot data pipeline issues, ensuring data integrity and reliability.
-Data Storage and Management:
-Assist in the design and implementation of efficient data storage solutions on AWS.
-Optimize database performance and contribute to data governance practices.
-Maintain data schemas, data dictionaries, and documentation.

Cloud Infrastructure (AWS):
-Utilize AWS services such as S3, EMR, Redshift, and EC2 for data storage and processing.
-Participate in the deployment and management of cloud-based data infrastructure.
-Monitor and optimize cloud resource usage for cost-effectiveness and performance.
-Collaboration and Communication:
-Work closely with data scientists, analysts, and engineers to understand data requirements.
-Collaborate cross-functionally to deliver reliable data solutions for analytics and product needs.
-Document processes and communicate progress clearly to stakeholders.



Required Skills:

Programming & Data Engineering:
-Proficiency in Python, with strong command of data manipulation libraries such as Pandas and NumPy.
-Solid understanding of Hadoop and PySpark, with experience building distributed data processing workflows.
-Experience with Apache Airflow for orchestrating and managing data workflows.

Cloud & Data Systems:
-Familiarity with Amazon Web Services (AWS), especially S3, EMR, Redshift, and EC2.
-Understanding of ETL processes, relational databases, and data warehousing concepts.
-Experience managing large-scale datasets and optimizing performance in distributed environments.

Soft Skills:
-Strong problem-solving and analytical thinking.
-Excellent communication and collaboration skills.
-Ability to learn quickly and adapt to evolving technologies.
-High attention to detail and a structured, process-oriented mindset.


Preferred Qualifications (Nice to Have):

-Bachelor's degree in Computer Science, Data Science, or a related technical field.
-Hands-on experience with dbt for building and maintaining data transformation models.
-Experience working on LLM (Large Language Model) or AI-related projects, such as model integration, fine-tuning, or deploying AI-powered features in production.
-Familiarity with data modeling best practices and version control (e.g., Git).
-Knowledge of data visualization tools such as Power BI or similar platforms.
 
",新北市,"資料工程師, Data Engineer, Presentation Group",14631829,24.9968924,121.4925894,[],大學,無遠距,40000,0,1300,數據工程,1,0,資訊科技業,大型,2年以上,"Git, AWS, LLM, Python"
